GAME_DATE_EST,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,PTS_away,HOME_TEAM_WINS,date_numeric,pts_home_z,pts_away_z,date_z
2022-12-15,1610612763,1610612749,2022,142.0,101.0,1,738504,2.9027316841301434,0.027617978119964193,1.752667312197162
2022-12-15,1610612762,1610612740,2022,132.0,129.0,1,738504,2.14976975555049,2.1122125246107575,1.752667312197162
2022-12-15,1610612746,1610612756,2022,95.0,111.0,0,738504,-0.6361893801942259,0.7721160304381047,1.752667312197162
2022-12-14,1610612766,1610612765,2022,134.0,141.0,0,738503,2.300362141266421,3.0056101873925263,1.752175294643319
2022-12-14,1610612754,1610612744,2022,125.0,119.0,1,738503,1.6226964055447333,1.3677144722926171,1.752175294643319
2022-12-14,1610612753,1610612737,2022,135.0,124.0,1,738503,2.3756583341243864,1.7399634984516874,1.752175294643319
2022-12-14,1610612761,1610612758,2022,123.0,124.0,0,738503,1.4721040198288027,1.7399634984516874,1.752175294643319
2022-12-14,1610612741,1610612752,2022,120.0,128.0,0,738503,1.2462154412549067,2.0377627193789434,1.752175294643319
2022-12-14,1610612760,1610612748,2022,108.0,110.0,0,738503,0.3426611269593231,0.6976662252062906,1.752175294643319
2022-12-14,1610612759,1610612757,2022,112.0,128.0,0,738503,0.6438458983911843,2.0377627193789434,1.752175294643319
2022-12-14,1610612742,1610612739,2022,90.0,105.0,0,738503,-1.0126703444840524,0.3254171990472204,1.752175294643319
2022-12-14,1610612743,1610612764,2022,141.0,128.0,1,738503,2.827435491272178,2.0377627193789434,1.752175294643319
2022-12-14,1610612746,1610612750,2022,99.0,88.0,1,738503,-0.33500460876236465,-0.9402294898936184,1.752175294643319
2022-12-13,1610612755,1610612758,2022,123.0,103.0,1,738502,1.4721040198288027,0.1765175885835923,1.7516832770894757
2022-12-13,1610612749,1610612744,2022,128.0,111.0,1,738502,1.8485849841186293,0.7721160304381047,1.7516832770894757
2022-12-13,1610612745,1610612756,2022,111.0,97.0,1,738502,0.568549705533219,-0.270181242807292,1.7516832770894757
2022-12-13,1610612762,1610612740,2022,121.0,100.0,1,738502,1.321511634112872,-0.046831827111849855,1.7516832770894757
2022-12-13,1610612747,1610612738,2022,118.0,122.0,0,738502,1.095623055538976,1.5910638879880592,1.7516832770894757
2022-12-12,1610612754,1610612748,2022,82.0,87.0,0,738501,-1.615039887347775,-1.0146792951254324,1.7511912595356325
2022-12-12,1610612764,1610612751,2022,100.0,112.0,0,738501,-0.25970841590439936,0.8465658356699187,1.7511912595356325
2022-12-12,1610612763,1610612737,2022,128.0,103.0,1,738501,1.8485849841186293,0.1765175885835923,1.7511912595356325
2022-12-12,1610612742,1610612760,2022,121.0,114.0,1,738501,1.321511634112872,0.9954654461335468,1.7511912595356325
2022-12-12,1610612759,1610612739,2022,112.0,111.0,1,738501,0.6438458983911843,0.7721160304381047,1.7511912595356325
2022-12-12,1610612757,1610612750,2022,133.0,112.0,1,738501,2.2250659484084556,0.8465658356699187,1.7511912595356325
2022-12-12,1610612746,1610612738,2022,113.0,93.0,1,738501,0.7191420912491496,-0.5679804637345482,1.7511912595356325
2022-12-11,1610612740,1610612756,2022,129.0,124.0,1,738500,1.9238811769765944,1.7399634984516874,1.7506992419817893
2022-12-11,1610612765,1610612747,2022,117.0,124.0,0,738500,1.020326862681011,1.7399634984516874,1.7506992419817893
2022-12-11,1610612752,1610612758,2022,112.0,99.0,1,738500,0.6438458983911843,-0.1212816323436639,1.7506992419817893
2022-12-11,1610612753,1610612761,2022,111.0,99.0,1,738500,0.568549705533219,-0.1212816323436639,1.7506992419817893
2022-12-11,1610612755,1610612766,2022,131.0,113.0,1,738500,2.0744735626925253,0.9210156409017328,1.7506992419817893
2022-12-11,1610612737,1610612741,2022,123.0,122.0,1,738500,1.4721040198288027,1.5910638879880592,1.7506992419817893
2022-12-11,1610612745,1610612749,2022,97.0,92.0,1,738500,-0.4855969944782953,-0.6424302689663622,1.7506992419817893
2022-12-10,1610612748,1610612759,2022,111.0,115.0,0,738499,0.568549705533219,1.069915251365361,1.7502072244279463
2022-12-10,1610612754,1610612751,2022,133.0,136.0,0,738499,2.2250659484084556,2.6333611612334558,1.7502072244279463
2022-12-10,1610612764,1610612746,2022,107.0,114.0,0,738499,0.26736493410135775,0.9954654461335468,1.7502072244279463
2022-12-10,1610612739,1610612760,2022,110.0,102.0,1,738499,0.4932535126752537,0.10206778335177824,1.7502072244279463
2022-12-10,1610612741,1610612742,2022,144.0,115.0,1,738499,3.053324069846074,1.069915251365361,1.7502072244279463
2022-12-10,1610612744,1610612738,2022,123.0,107.0,1,738499,1.4721040198288027,0.4743168095108485,1.7502072244279463
2022-12-10,1610612743,1610612762,2022,115.0,110.0,1,738499,0.8697344769650802,0.6976662252062906,1.7502072244279463
2022-12-10,1610612757,1610612750,2022,124.0,118.0,1,738499,1.5474002126867679,1.293264667060803,1.7502072244279463
2022-12-09,1610612766,1610612752,2022,102.0,121.0,0,738498,-0.10911603018846874,1.516614082756245,1.749715206874103
2022-12-09,1610612754,1610612764,2022,121.0,111.0,1,738498,1.321511634112872,0.7721160304381047,1.749715206874103
2022-12-09,1610612753,1610612761,2022,113.0,109.0,1,738498,0.7191420912491496,0.6232164199744766,1.749715206874103
2022-12-09,1610612751,1610612737,2022,120.0,116.0,1,738498,1.2462154412549067,1.144365056597175,1.749715206874103
2022-12-09,1610612739,1610612758,2022,95.0,106.0,0,738498,-0.6361893801942259,0.39986700427903443,1.749715206874103
2022-12-09,1610612755,1610612747,2022,133.0,122.0,1,738498,2.2250659484084556,1.5910638879880592,1.749715206874103
2022-12-09,1610612763,1610612765,2022,114.0,103.0,1,738498,0.7944382841071149,0.1765175885835923,1.749715206874103
2022-12-09,1610612740,1610612756,2022,128.0,117.0,1,738498,1.8485849841186293,1.218814861828989,1.749715206874103
2022-12-09,1610612762,1610612750,2022,108.0,118.0,0,738498,0.3426611269593231,1.293264667060803,1.749715206874103
2022-12-09,1610612742,1610612749,2022,105.0,106.0,0,738498,0.11677254838542717,0.39986700427903443,1.749715206874103
2022-12-08,1610612748,1610612746,2022,115.0,110.0,1,738497,0.8697344769650802,0.6976662252062906,1.7492231893202599
2022-12-08,1610612759,1610612745,2022,118.0,109.0,1,738497,1.095623055538976,0.6232164199744766,1.7492231893202599
2022-12-08,1610612757,1610612743,2022,120.0,121.0,0,738497,1.2462154412549067,1.516614082756245,1.7492231893202599
2022-12-07,1610612753,1610612746,2022,116.0,111.0,1,738496,0.9450306698230455,0.7721160304381047,1.7487311717664167
2022-12-07,1610612751,1610612766,2022,122.0,116.0,1,738496,1.3968078269708373,1.144365056597175,1.7487311717664167
2022-12-07,1610612752,1610612737,2022,113.0,89.0,1,738496,0.7191420912491496,-0.8657796846618044,1.7487311717664167
2022-12-07,1610612761,1610612747,2022,126.0,113.0,1,738496,1.6979925984026987,0.9210156409017328,1.7487311717664167
2022-12-07,1610612741,1610612764,2022,115.0,111.0,1,738496,0.8697344769650802,0.7721160304381047,1.7487311717664167
2022-12-07,1610612763,1610612760,2022,123.0,102.0,1,738496,1.4721040198288027,0.10206778335177824,1.7487311717664167
2022-12-07,1610612749,1610612758,2022,126.0,113.0,1,738496,1.6979925984026987,0.9210156409017328,1.7487311717664167
2022-12-07,1610612750,1610612754,2022,121.0,115.0,1,738496,1.321511634112872,1.069915251365361,1.7487311717664167
2022-12-07,1610612740,1610612765,2022,104.0,98.0,1,738496,0.041476355527461865,-0.19573143757547795,1.7487311717664167
2022-12-07,1610612762,1610612744,2022,124.0,123.0,1,738496,1.5474002126867679,1.6655136932198733,1.7487311717664167
2022-12-07,1610612756,1610612738,2022,98.0,125.0,0,738496,-0.41030080162032995,1.8144133036835013,1.7487311717664167
2022-12-06,1610612739,1610612747,2022,116.0,102.0,1,738495,0.9450306698230455,0.10206778335177824,1.7482391542125735
2022-12-06,1610612748,1610612765,2022,96.0,116.0,0,738495,-0.5608931873362606,1.144365056597175,1.7482391542125735
2022-12-06,1610612743,1610612742,2022,115.0,116.0,0,738495,0.8697344769650802,1.144365056597175,1.7482391542125735
2022-12-05,1610612766,1610612746,2022,117.0,119.0,0,738494,1.020326862681011,1.3677144722926171,1.7477471366587303
2022-12-05,1610612753,1610612749,2022,102.0,109.0,0,738494,-0.10911603018846874,0.6232164199744766,1.7477471366587303
2022-12-05,1610612737,1610612760,2022,114.0,121.0,0,738494,0.7944382841071149,1.516614082756245,1.7477471366587303
2022-12-05,1610612761,1610612738,2022,110.0,116.0,0,738494,0.4932535126752537,1.144365056597175,1.7477471366587303
2022-12-05,1610612745,1610612755,2022,132.0,123.0,1,738494,2.14976975555049,1.6655136932198733,1.7477471366587303
2022-12-05,1610612763,1610612748,2022,101.0,93.0,1,738494,-0.18441222304643407,-0.5679804637345482,1.7477471366587303
2022-12-05,1610612742,1610612756,2022,130.0,111.0,1,738494,1.9991773698345598,0.7721160304381047,1.7477471366587303
2022-12-05,1610612744,1610612754,2022,104.0,112.0,0,738494,0.041476355527461865,0.8465658356699187,1.7477471366587303
2022-12-04,1610612740,1610612743,2022,121.0,106.0,1,738493,1.321511634112872,0.39986700427903443,1.747255119104887
2022-12-04,1610612759,1610612756,2022,95.0,133.0,0,738493,-0.6361893801942259,2.410011745538014,1.747255119104887
2022-12-04,1610612751,1610612738,2022,92.0,103.0,0,738493,-0.8620779587681218,0.1765175885835923,1.747255119104887
2022-12-04,1610612765,1610612763,2022,112.0,122.0,0,738493,0.6438458983911843,1.5910638879880592,1.747255119104887
2022-12-04,1610612752,1610612739,2022,92.0,81.0,1,738493,-0.8620779587681218,-1.4613781265163168,1.747255119104887
2022-12-04,1610612764,1610612747,2022,119.0,130.0,0,738493,1.1709192483969415,2.1866623298425716,1.747255119104887
2022-12-04,1610612758,1610612741,2022,110.0,101.0,1,738493,0.4932535126752537,0.027617978119964193,1.747255119104887
2022-12-04,1610612757,1610612754,2022,116.0,100.0,1,738493,0.9450306698230455,-0.046831827111849855,1.747255119104887
2022-12-03,1610612752,1610612742,2022,100.0,121.0,0,738492,-0.25970841590439936,1.516614082756245,1.7467631015510439
2022-12-03,1610612746,1610612758,2022,96.0,123.0,0,738492,-0.5608931873362606,1.6655136932198733,1.7467631015510439
2022-12-03,1610612766,1610612749,2022,96.0,105.0,0,738492,-0.5608931873362606,0.3254171990472204,1.7467631015510439
2022-12-03,1610612761,1610612753,2022,121.0,108.0,1,738492,1.321511634112872,0.5487666147426625,1.7467631015510439
2022-12-03,1610612750,1610612760,2022,128.0,135.0,0,738492,1.8485849841186293,2.558911356001642,1.7467631015510439
2022-12-03,1610612744,1610612745,2022,120.0,101.0,1,738492,1.2462154412549067,0.027617978119964193,1.7467631015510439
2022-12-03,1610612762,1610612757,2022,111.0,116.0,0,738492,0.568549705533219,1.144365056597175,1.7467631015510439
2022-12-02,1610612766,1610612764,2022,117.0,116.0,1,738491,1.020326862681011,1.144365056597175,1.7462710839972007
2022-12-02,1610612737,1610612743,2022,117.0,109.0,1,738491,1.020326862681011,0.6232164199744766,1.7462710839972007
2022-12-02,1610612738,1610612748,2022,116.0,120.0,0,738491,0.9450306698230455,1.4421642775244312,1.7462710839972007
2022-12-02,1610612751,1610612761,2022,114.0,105.0,1,738491,0.7944382841071149,0.3254171990472204,1.7462710839972007
2022-12-02,1610612739,1610612753,2022,107.0,96.0,1,738491,0.26736493410135775,-0.34463104803910605,1.7462710839972007
2022-12-02,1610612749,1610612747,2022,129.0,133.0,0,738491,1.9238811769765944,2.410011745538014,1.7462710839972007
2022-12-02,1610612763,1610612755,2022,117.0,109.0,1,738491,1.020326862681011,0.6232164199744766,1.7462710839972007
2022-12-02,1610612759,1610612740,2022,99.0,117.0,0,738491,-0.33500460876236465,1.218814861828989,1.7462710839972007
2022-12-02,1610612756,1610612745,2022,121.0,122.0,0,738491,1.321511634112872,1.5910638879880592,1.7462710839972007
2022-12-02,1610612762,1610612754,2022,139.0,119.0,1,738491,2.6768431055562476,1.3677144722926171,1.7462710839972007
2022-12-02,1610612744,1610612741,2022,119.0,111.0,1,738491,1.1709192483969415,0.7721160304381047,1.7462710839972007
2022-12-01,1610612765,1610612742,2022,131.0,125.0,1,738490,2.0744735626925253,1.8144133036835013,1.7457790664433575
2022-11-30,1610612739,1610612755,2022,113.0,85.0,1,738489,0.7191420912491496,-1.1635789055890606,1.7452870488895142
2022-11-30,1610612753,1610612737,2022,108.0,125.0,0,738489,0.3426611269593231,1.8144133036835013,1.7452870488895142
2022-11-30,1610612738,1610612748,2022,134.0,121.0,1,738489,2.300362141266421,1.516614082756245,1.7452870488895142
2022-11-30,1610612751,1610612764,2022,113.0,107.0,1,738489,0.7191420912491496,0.4743168095108485,1.7452870488895142
2022-11-30,1610612752,1610612749,2022,103.0,109.0,0,738489,-0.03381983733050344,0.6232164199744766,1.7452870488895142
2022-11-30,1610612750,1610612763,2022,109.0,101.0,1,738489,0.4179573198172884,0.027617978119964193,1.7452870488895142
2022-11-30,1610612740,1610612761,2022,126.0,108.0,1,738489,1.6979925984026987,0.5487666147426625,1.7452870488895142
2022-11-30,1610612760,1610612759,2022,119.0,111.0,1,738489,1.1709192483969415,0.7721160304381047,1.7452870488895142
2022-11-30,1610612743,1610612745,2022,120.0,100.0,1,738489,1.2462154412549067,-0.046831827111849855,1.7452870488895142
2022-11-30,1610612756,1610612741,2022,132.0,113.0,1,738489,2.14976975555049,0.9210156409017328,1.7452870488895142
2022-11-30,1610612762,1610612746,2022,125.0,112.0,1,738489,1.6226964055447333,0.8465658356699187,1.7452870488895142
2022-11-30,1610612758,1610612754,2022,137.0,114.0,1,738489,2.526250719840317,0.9954654461335468,1.7452870488895142
2022-11-30,1610612747,1610612757,2022,128.0,109.0,1,738489,1.8485849841186293,0.6232164199744766,1.7452870488895142
2022-11-29,1610612765,1610612752,2022,110.0,140.0,0,738488,0.4932535126752537,2.931160382160712,1.7447950313356713
2022-11-29,1610612742,1610612744,2022,116.0,113.0,1,738488,0.9450306698230455,0.9210156409017328,1.7447950313356713
2022-11-29,1610612757,1610612746,2022,112.0,118.0,0,738488,0.6438458983911843,1.293264667060803,1.7447950313356713
2022-11-28,1610612755,1610612737,2022,104.0,101.0,1,738487,0.041476355527461865,0.027617978119964193,1.744303013781828
2022-11-28,1610612764,1610612750,2022,142.0,127.0,1,738487,2.9027316841301434,1.9633129141471295,1.744303013781828
2022-11-28,1610612738,1610612766,2022,140.0,105.0,1,738487,2.752139298414213,0.3254171990472204,1.744303013781828
2022-11-28,1610612751,1610612753,2022,109.0,102.0,1,738487,0.4179573198172884,0.10206778335177824,1.744303013781828
2022-11-28,1610612761,1610612739,2022,100.0,88.0,1,738487,-0.25970841590439936,-0.9402294898936184,1.744303013781828
2022-11-28,1610612740,1610612760,2022,105.0,101.0,1,738487,0.11677254838542717,0.027617978119964193,1.744303013781828
2022-11-28,1610612743,1610612745,2022,129.0,113.0,1,738487,1.9238811769765944,0.9210156409017328,1.744303013781828
2022-11-28,1610612762,1610612741,2022,107.0,114.0,0,738487,0.26736493410135775,0.9954654461335468,1.744303013781828
2022-11-28,1610612758,1610612756,2022,117.0,122.0,0,738487,1.020326862681011,1.5910638879880592,1.744303013781828
2022-11-28,1610612747,1610612754,2022,115.0,116.0,0,738487,0.8697344769650802,1.144365056597175,1.744303013781828
2022-11-27,1610612751,1610612757,2022,111.0,97.0,1,738486,0.568549705533219,-0.270181242807292,1.7438109962279849
2022-11-27,1610612750,1610612744,2022,114.0,137.0,0,738486,0.7944382841071149,2.70781096646527,1.7438109962279849
2022-11-27,1610612746,1610612754,2022,114.0,100.0,1,738486,0.7944382841071149,-0.046831827111849855,1.7438109962279849
2022-11-27,1610612737,1610612748,2022,98.0,106.0,0,738486,-0.41030080162032995,0.39986700427903443,1.7438109962279849
2022-11-27,1610612738,1610612764,2022,130.0,121.0,1,738486,1.9991773698345598,1.516614082756245,1.7438109962279849
2022-11-27,1610612765,1610612739,2022,94.0,102.0,0,738486,-0.7114855730521912,0.10206778335177824,1.7438109962279849
2022-11-27,1610612752,1610612763,2022,123.0,127.0,0,738486,1.4721040198288027,1.9633129141471295,1.7438109962279849
2022-11-27,1610612753,1610612755,2022,103.0,133.0,0,738486,-0.03381983733050344,2.410011745538014,1.7438109962279849
2022-11-27,1610612749,1610612742,2022,124.0,115.0,1,738486,1.5474002126867679,1.069915251365361,1.7438109962279849
2022-11-26,1610612761,1610612742,2022,105.0,100.0,1,738485,0.11677254838542717,-0.046831827111849855,1.7433189786741417
2022-11-26,1610612745,1610612760,2022,118.0,105.0,1,738485,1.095623055538976,0.3254171990472204,1.7433189786741417
2022-11-26,1610612759,1610612747,2022,138.0,143.0,0,738485,2.601546912698282,3.1545097978561545,1.7433189786741417
2022-11-26,1610612756,1610612762,2022,113.0,112.0,1,738485,0.7191420912491496,0.8465658356699187,1.7433189786741417
2022-11-25,1610612766,1610612750,2022,110.0,108.0,1,738484,0.4932535126752537,0.5487666147426625,1.7428269611202984
2022-11-25,1610612753,1610612755,2022,99.0,107.0,0,738484,-0.33500460876236465,0.4743168095108485,1.7428269611202984
2022-11-25,1610612752,1610612757,2022,129.0,132.0,0,738484,1.9238811769765944,2.3355619403062,1.7428269611202984
2022-11-25,1610612738,1610612758,2022,122.0,104.0,1,738484,1.3968078269708373,0.25096739381540634,1.7428269611202984
2022-11-25,1610612754,1610612751,2022,128.0,117.0,1,738484,1.8485849841186293,1.218814861828989,1.7428269611202984
2022-11-25,1610612748,1610612764,2022,110.0,107.0,1,738484,0.4932535126752537,0.4743168095108485,1.7428269611202984
2022-11-25,1610612745,1610612737,2022,128.0,122.0,1,738484,1.8485849841186293,1.5910638879880592,1.7428269611202984
2022-11-25,1610612763,1610612740,2022,132.0,111.0,1,738484,2.14976975555049,0.7721160304381047,1.7428269611202984
2022-11-25,1610612749,1610612739,2022,117.0,102.0,1,738484,1.020326862681011,0.10206778335177824,1.7428269611202984
2022-11-25,1610612760,1610612741,2022,123.0,119.0,1,738484,1.4721040198288027,1.3677144722926171,1.7428269611202984
2022-11-25,1610612759,1610612747,2022,94.0,105.0,0,738484,-0.7114855730521912,0.3254171990472204,1.7428269611202984
2022-11-25,1610612756,1610612765,2022,108.0,102.0,1,738484,0.3426611269593231,0.10206778335177824,1.7428269611202984
2022-11-25,1610612744,1610612762,2022,129.0,118.0,1,738484,1.9238811769765944,1.293264667060803,1.7428269611202984
2022-11-25,1610612746,1610612743,2022,104.0,114.0,0,738484,0.041476355527461865,0.9954654461335468,1.7428269611202984
2022-11-23,1610612766,1610612755,2022,107.0,101.0,1,738482,0.26736493410135775,0.027617978119964193,1.741842926012612
2022-11-23,1610612739,1610612757,2022,114.0,96.0,1,738482,0.7944382841071149,-0.34463104803910605,1.741842926012612
2022-11-23,1610612754,1610612750,2022,101.0,115.0,0,738482,-0.18441222304643407,1.069915251365361,1.741842926012612
2022-11-23,1610612737,1610612758,2022,115.0,106.0,1,738482,0.8697344769650802,0.39986700427903443,1.741842926012612
2022-11-23,1610612738,1610612742,2022,125.0,112.0,1,738482,1.6226964055447333,0.8465658356699187,1.741842926012612
2022-11-23,1610612748,1610612764,2022,113.0,105.0,1,738482,0.7191420912491496,0.3254171990472204,1.741842926012612
2022-11-23,1610612761,1610612751,2022,98.0,112.0,0,738482,-0.41030080162032995,0.8465658356699187,1.741842926012612
2022-11-23,1610612749,1610612741,2022,113.0,118.0,0,738482,0.7191420912491496,1.293264667060803,1.741842926012612
2022-11-23,1610612760,1610612743,2022,126.0,131.0,0,738482,1.6979925984026987,2.2611121350743857,1.741842926012612
2022-11-23,1610612759,1610612740,2022,110.0,129.0,0,738482,0.4932535126752537,2.1122125246107575,1.741842926012612
2022-11-23,1610612762,1610612765,2022,116.0,125.0,0,738482,0.9450306698230455,1.8144133036835013,1.741842926012612
2022-11-23,1610612744,1610612746,2022,124.0,107.0,1,738482,1.5474002126867679,0.4743168095108485,1.741842926012612
2022-11-22,1610612755,1610612751,2022,115.0,106.0,1,738481,0.8697344769650802,0.39986700427903443,1.7413509084587688
2022-11-22,1610612763,1610612758,2022,109.0,113.0,0,738481,0.4179573198172884,0.9210156409017328,1.7413509084587688
2022-11-22,1610612743,1610612765,2022,108.0,110.0,0,738481,0.3426611269593231,0.6976662252062906,1.7413509084587688
2022-11-22,1610612756,1610612747,2022,115.0,105.0,1,738481,0.8697344769650802,0.3254171990472204,1.7413509084587688
2022-11-21,1610612739,1610612737,2022,114.0,102.0,1,738480,0.7944382841071149,0.10206778335177824,1.7408588909049256
2022-11-21,1610612754,1610612753,2022,123.0,102.0,1,738480,1.4721040198288027,0.10206778335177824,1.7408588909049256
2022-11-21,1610612741,1610612738,2022,121.0,107.0,1,738480,1.321511634112872,0.4743168095108485,1.7408588909049256
2022-11-21,1610612749,1610612757,2022,119.0,111.0,1,738480,1.1709192483969415,0.7721160304381047,1.7408588909049256
2022-11-21,1610612750,1610612748,2022,105.0,101.0,1,738480,0.11677254838542717,0.027617978119964193,1.7408588909049256
2022-11-21,1610612740,1610612744,2022,128.0,83.0,1,738480,1.8485849841186293,-1.3124785160526886,1.7408588909049256
2022-11-21,1610612760,1610612752,2022,119.0,129.0,0,738480,1.1709192483969415,2.1122125246107575,1.7408588909049256
